,text,intention
3464,"#15SueñosPendientes 2. Ir a un concierto de Megadeth, Metallica, AC/DC.. Lo que viene a ser grupos de calidad.",emotiva
3465,Conciertazo en el picaporte con un gran tributo a U2,emotiva
3466,LO MEJOR. RT @ActiveAngel_ Aerosmith /:,emotiva
3467,GALERÍA: Te presentamos al nuevo Mazda MX-5 - http://t.co/H22zTGxY,referencial
3468,Kashmir Led Zeppelin Subtitulado en Español Knebworth 1979 live: http://t.co/Pz1GykD1 vía @youtube,referencial
3469,De YALE a PERÚ: recuperación de reliquias de Machu Picchu. http://t.co/zq9qRvCj,referencial
3470,"""@la_informacion: ÚLTIMA HORA El Banco Santander confirma que será accionista del 'banco malo' http://t.co/vnodzurP""",referencial
3471,Bankia canjerará las preferentes por casi la mitad de su valor nominal http://t.co/KGcXnfZF,referencial
3472,Breves de la Liga BBVA – Noticias del 18 de noviembre http://t.co/VQSX1Op2 #Athletic #Bilbao,referencial
3473,La Audiencia Nacional retoma esta semana los interrogatorios del caso Bankia http://t.co/feCiM8kK [elEconomista] #Economia,referencial
3474,#bn La Audiencia Nacional retoma esta semana los interrogatorios del caso Bankia http://t.co/v2nZIOes,referencial
3475,"Liga BBVA: Final en Riazor, Deportivo 0-2 (Martins y Barquero) Levante.",referencial
3476,No al rescate de Bankia http://t.co/FW5it39M,referencial
3477,"AutoMapper, una ayuda del MIT para los equipos de socorro http://t.co/kEby2v5e",referencial
3478,@FrancescoC_14  ya ves vo  es el mayor goleador de la barclays,referencial
3479,Motul equipará al nuevo Nissan GT-R 2013  . http://t.co/cxRt67QI,referencial
3480,"Bankia: 27 consejeros de PP, PSOE, IU, CC.OO y UGT sin cualificación se pusieron sueldos millonarios http://t.co/HTMp7rma",referencial
3481,"Bankia: 27 consejeros de PP, PSOE, IU, CC.OO y UGT sin cualificación se pusieron sueldos millonarios: El saqueo ... http://t.co/fChGmaAw",referencial
3482,"Bankia: 27 consejeros de PP, PSOE, IU, CC.OO y UGT sin cualificación se pusieron sueldos millonarios http://t.co/fDDE77kp  #tubasuraalbanco",referencial
3483,Los pilotos #Yamaha del @FreestyleBcn antes de que empiece el evento http://t.co/ag5UBesD,referencial
3484,La de cosas que podríamos hacer en la sanidad con los miles de millones que hemos invertido en salvar Bankia. #TsunamiBlanco,referencial
3485,Fantástico el servicio en Nissan.,emotiva
3486,Radio for jaguar car http://t.co/Sxfti5zw,referencial
3487,"!! @meneame_net: Bankia: 27 consejeros de PP, PSOE, IU, CC.OO y UGT sin cualificación se pusieron sueldos millonarios http://t.co/qKXmzzHV""",referencial
3488,#Porsche Panamera Sport Turismo Concept http://t.co/RW190oP3,referencial
3489,"BANKIA:27 consejeros sin
Cualificacion se pusieron
Sueldos millonarios http://t.co/H8EO5fMH",referencial
3490,"Bankia: 27 consejeros de PP, PSOE, IU, CC.OO y UGT sin cualificación se pusieron sueldos millonarios http://t.co/ss80fKiY vía @meneame_net",referencial
3491,"Bankia: 27 consejeros de PP, PSOE, IU, CC.OO y UGT sin cualificación se pusieron sueldos millonarios http://t.co/ss80fKiY vía @meneame_net",referencial
3492,"-Toc Toc
-Quien es
-Santa
-Santa claus en noviembre?
-No pendejo Santander y venimos a cobrarte lo del buen fin del año pasado paga jijuela",poetica
3493,Mi hermana y mi primita de 12 años están escuchando AC/DC. Mi misión ha sido cumplida :') @OlJose,referencial
3494,"Perfecto para dominguear, escuchen todo el álbum en vivo de AC/DC en River Plate http://t.co/7JVrzBoS",apelativa
3495,Gracias @BalitaBarbero por el hermoso sabado que me regalaste!! Al chato le encanto el tributo a U2!!,emotiva
3496,"Escuchar los beatles, aerosmith y kiss en el lugar que venias sentado es otra forma de morir poquito.",emotiva
3497,"Bankia: 27 consejeros de PP, PSOE, IU,ICV, CCOO y UGT sin cualificación se pusieron sueldos millonarios http://t.co/SUdxVXCW #debatTV3 #25N",referencial
3498,Paseo en un Volvo plateado o en lobo??? volvo o lobo? volvo o lobo??? &gt;&lt;' qué indecisión !!! un lobo plateado seria la monda! #LunaNueva,fatica
3499,BBVA obligado a acudir como accionista al Sareb si no quiere ser el malo de la clase http://t.co/vzYmJqE4,referencial
3500,"Ni Justin, ni 1D son moda ¿saben quién  SÍ es moda? Psy.",referencial
3501,El Banco de España concluyó en 2011 que Bankia tenía gran solvencia  http://t.co/Den589rw vía @el_pais,referencial
3502,"Inditex, Mercadona y Santander lideran el ranking de mejores empresas para trabajar en España #empleo #trabajo http://t.co/ZadJPa4X",referencial
3503,El Banco de España concluyó en 2011 que Bankia era más solvente que BBVA o Santander http://t.co/qa7cp9TK,referencial
3504,Alguien me puede explicar como que el Banco de España dijo en el 2011 qué #Bankia era más solvente que #BBVA y #Santander? Interés político!,referencial
3505,La exdirigente del PP Mercedes de la Merced cobró 376.000 euros de Bankia sólo en 2011 http://t.co/WE59Lgmy vía @publico_es,referencial
3506,#my opinion...Sofia Vergara RT @Crazy_Nigerian: Who's prettier?... Sofia Vergara or Jennifer Lopez...,apelativa
3507,"Mercedes de la Merced,exteniente de alcalde de Madrid, del PP, llegó a cobrar 376.000 euros de Bankia sólo en 2011 http://t.co/PmEK4Yoe",referencial
3508,"Coca Cola, Fidelity, y Goldman entran en #Spotify que ya alcanza un valor de 2.356 millones.",referencial
3509,"@sandrixu2 “@dodmagazine: Vídeo de The Killers versionando ‘With Or Without You’ de U2 http://t.co/gDmszo5w”
Ens veiem a la tarda!!!!",referencial
3510,6 meses antes de la quiebra el Bco. de España hizo un informe diciendo que a Bankia le sobraba solvencia.,referencial
3511,Jaguar y Land Rover fabricarán coches en China para el mercado local http://t.co/WzBNyevd  @Jaguar @LandRoverSPPR @LandRover_es,referencial
3512,"RT @Mister_Cheap #OJOALDATO NUNCA en la historia de la Liga BBVA el pichichi  acabó la temporada con 0 goles, NUNCA. #DATOREAL",referencial
3513,AC/DC publica toda su discografía en iTunes http://t.co/baaaKMr8,referencial
3514,#or Una exconsejera asegura que confiaba tanto en Bankia que invirtió 80.000 euros http://t.co/hZfpsjmz,referencial
3515,AC/DC por fin cede a los nuevos tiempos y lanza su discografía en iTunes http://t.co/8V9zhVTo,referencial
3516,"El expresidente de Caja Ávila, Agustín González declara hoy en la Audiencia Nacional por el caso Bankia http://t.co/08IX4QfW",referencial
3517,AC/DC publica toda su discografía en iTunes http://t.co/GjnuCysf,referencial
3518,El Banco de España concluyó en 2011 que Bankia tenía gran solvencia,referencial
3519,"@santander_es y @1and1_ES, los anunciantes del spot más visto en Canarias en la semana pasada @Proximia_ar http://t.co/4lUN5QQe",referencial
3520,La exdirigente del PP Mercedes de la Merced cobró 376.000 euros de #Bankia sólo en 2011 http://t.co/10SdYNQF #15M,referencial
3521,"Inditex, Mercadona y Santander lideran el ranking de mejores empresas para trabajar en España #empleo #trabajo http://t.co/Rx1K3iPX",referencial
3522,"Pacto de malnacidos entre @PPopular y @PSOE para evitar escarnio público de Rodrigo Rato  http://t.co/qYfdp9eJ PAREDON A TODOS, COÑO #Bankia",emotiva
3523,Ahora más q nunca la importancia d la querella d @upyd El Banco España concluyó en 2011 q Bankia tenía gran solvencia  http://t.co/E2IYu8ai,referencial
3524,"Incitatus, el caballo de Calígula, además de senador pudo ser consejero de Bankia. Habría tenido la misma preparación que demás consejeros.",referencial
3525,"Mercedes de la Merced no se siente engañada tras invertir 80.000 euros en Bankia: http://t.co/xOpNb6cB normal, cobrando lo que cobraba..",referencial
3526,"Becas Santander, CRUE y CEPYME. Prácticas en Empresa 2013. https://t.co/dgWMdj5z",referencial
3527,"El Real Valladolid presentará mañana a Larsson (11,30 horas) como nuevo jugador blanquivioleta en Nissan Eylo Motor (Avda Gijón, 92) #pucela",referencial
3528,La discografía completa de AC/DC ahora en iTunes http://t.co/ZMeAXI6O,referencial
3529,"-Me llevo este coche que es gratis. +Señor, es un Porsche y no es gratis.-El cliente siempre tiene la razón. +Pero…-SIEMPRE TIENE LA RAZÓN",poetica
3530,Bankia canjeará preferentes por acciones con descuentos http://t.co/vDF4irvv vía @cincodiascom,referencial
3531,"La discografía completa de AC/DC ahora en iTunes - Por primera vez, los fans de AC/DC podrán disfrutar de la discogr... http://t.co/9McmZBvl",referencial
3532,Que bueno!! Desafío Aerosmith vs Bon Jovi :),emotiva
3533,Nuevo! escucha el nuevo disco de AC/DC por aquí (sonido impecable) http://t.co/eJ9QHRpk,apelativa
3534,Fiat Industrial mejora un 27% la oferta de fusión con CNH: El fabricante italiano de vehículos industriales Fiat... http://t.co/lcrJyiRA,referencial
3535,AC/DC por fin cede http://t.co/tNezVDVc La discografía de los rockeros estará disponible en iTunes,referencial
3536,AC/DC por fin publica su discografía en iTunes http://t.co/qFiwlOSy,referencial
3537,Ofrece AC/DC su discografía  en iTunes  http://t.co/ev3YY1hJ,referencial
3538,"Entrevista con José Manuel Moreno, responsable de Proyectos Corporativos de la División Global Santander Universidades http://t.co/duDCND9n",referencial
3539,Agustin González se lava las manos en Bankia alegando que era 'maestro de http://t.co/6gDYT9p3,referencial
3540,Ofrece AC/DC su discografía  en iTunes  http://t.co/PZqhWH3R,referencial
3541,"AC/DC Let there be rock (1977, Unedited video version) http://t.co/SMZGJmkr vía @youtube",referencial
3542,AC/DC lanza toda su discografía en iTunes http://t.co/bZ5czm9W,referencial
3543,"GM, Volkswagen y Toyota lideraron en producción mundial de automóviles durante 2011: De los diez más grandes, lo... http://t.co/8frFNPpd",referencial
3544,"GOOOOOOOOOOL da Real Sociedad , 3-0 no Rayo Vallecano , gol de Mikel González 61'' , Liga BBVA.",referencial
3545,En @FayerWayer Finalmente AC/DC ofrece todo su catálogo a través de iTunes http://t.co/kKJpvN9F #Tecnología,referencial
3546,AC/DC llega a iTunes - http://t.co/7bZAHTA4 http://t.co/TZXG4bOx vía @ComputerHoy,referencial
3547,La familia Botín reorganiza su sindicación en el Santander http://t.co/oMLdoA9y,referencial
3548,"AC/DC lanza su primer álbum en vivo en 20 años ""Live at River Plate"" en #iTunes",referencial
3549,"Antes de acabar el año se cerraría venta de fondos del BBVA: 

                    El comprador... http://t.co/qPlh66Pp",referencial
3550,#RapistWhips RT @CeJota315: Volvo wagon or Caravan?,apelativa
3551,"Luis Miguel en el @AuditorioMx - Enero 31/ Febrero 1,2,3,8,9 y 10. Preventa Santander del 21 al 23 de noviembre.  http://t.co/JMY1Ivrc",apelativa
3552,"Goldman Sachs a la caza de bonos españoles ante una posible venta masiva

http://t.co/vWwvuPTZ",referencial
3553,Escuchar U2 me relaja.,emotiva
3554,"I'm at BBVA Banco Frances (Buenos Aires, Capital Federal) http://t.co/SmBd9Xub",referencial
3555,EE.UU. ya se opuso a un fallo de la #CorteInternacionaldeJusticia en favor de #Nicaragua ver artículo de #Princeton http://t.co/01jW01FZ,referencial
3556,@_SarisPS  LO unico que se es que AC/DC debe hacer la musica para IRON MAN 3 http://t.co/phsqMjSt,apelativa
3557,"Encontré un lugar, que además de comer bien te ponen a The beatles, pink floyd, y led zeppelin para la digestión.",referencial
3558,Me ha gustado un vídeo de @YouTube de @ashleyshymiller (http://t.co/jPUYIJ7p - What It Is: Vol. 62 | Whitney Houston Grammy,referencial
3559,Los de HSBC no me dejan utilizar la banca por internet y necesito comprar unas cosas por internet...,emotiva
3560,#turismo Iberia retira depósitos millonarios de Bankia para ponerlos en libras http://t.co/GKXPHvkR,referencial
3561,Botín deja de ser primer accionista del Santander en favor de sus hijos Ana Patricia y Javier | http://t.co/KcskmYzY,referencial
3562,"El Nissan GT-R de oro de Usain Bolt, a subasta en eBay: Usain Bolt ha colaborado con Nissan para crear este espe... http://t.co/Xdgl6v4B",referencial
3563,Botín traspasa parte de sus títulos de Santander a sus hijos http://t.co/eNbmD2vc vía @expansioncom,referencial
3564,Iberia retiró cientos de millones de Bankia para depositarlos en bancos ingleses http://t.co/5bPDPtQp,referencial
3565,Botín traspasa parte de sus títulos de Santander a sus hijos http://t.co/VtR3IFLI vía @expansioncom,referencial
3566,Botín reparte 26 millones de acciones del Santander entre cuatro de sus hijos http://t.co/LCy2xri1 en @elpais_economia,referencial
3567,Bono de U2 agradece a la Iglesia Católica por ayuda a países pobres http://t.co/r8X6LU2O,referencial
3568,"Fundéu BBVA: conflicto palestino-israelí: claves de redacción: La Fundación del Español Urgente (Fundéu BBVA), c... http://t.co/1mCo5Xis",referencial
3569,Economía | Botín (curioso nombre) reparte 26 millones de acciones del Santander entre cuatro de sus hijos  http://t.co/QwIRVgdS vía @el_pais,referencial
3570,"He publicado 8 fotos en Facebook en el álbum ""UNNO (Tributo a U2) en el Casino-Posadas (en construcc)"". http://t.co/uLQ7ayr7",referencial
3571,Emilio Botín traspasa gran parte del accionariado del Banco Santander a sus hijos.... http://t.co/mKPcAEer,referencial
3572,"BBVA con tu empresa, un lugar de encuentro para las empresas http://t.co/2ZPLgwoW",referencial
3573,"Nuestros supermeganegocios: BBVA, Santander, Iberdrola, Inditex, REPSOL y Telefónica. #EuroSTOXX50 #somospobres #austeridad #recortes",referencial
3574,Resultado final del Mazda! Pronto todas las fotos! http://t.co/lMGy9IJo,referencial
3575,"#EuroWatch: El Madrid viene de vencer al Athletic de Bilbao por 5-1, en la ultima jornada de la liga BBVA.",referencial
3576,La dirección de #Bankia envió dos emails negando problemas justo antes de su nacionalización http://t.co/kUukoO3z,referencial
3577,"BBVA, CaixaBank y Bankinter, candidatos a hacerse con Banco de ... - Cinco Días http://t.co/CZdAK4KY",referencial
3578,AC/DC por fin cede a los nuevos tiempos y lanza su discografía en iTunes http://t.co/hOJa70dT,referencial
3579,Jaguar Land Rover construirá por primera vez vehículos fuera de Reino Unido http://t.co/uNtEozMw,referencial
3580,#México pasarà a Corea del Sur en pocos años. #VW #Honda #GM #Mazda #FIAT #Daimler #Audi anuncian fuertes inversiones. #México #Autos,referencial
3581,El de mi barrio que tiene el Chrysler 300 lo tiene solo para ponerme los dientes largos,referencial
3582,#Fiat 500 llegó al millón de unidades http://t.co/fBKI0WZn,referencial
3583,Excelente la #suzuki dr200! full estabilidad. #ccs,emotiva
3584,Bono de U2 agradece a la Iglesia Católica por ayuda a países pobres. http://t.co/oSh7pQgd,referencial
3585,AC/DC estrena su catálogo completo en iTunes http://t.co/Ip5kg65C,referencial
3586,Jaguar confirma al XFR-S para el Salón de Los Angeles http://t.co/SXyQARhk,referencial
3587,Carcasa especial convierte #iPhone4 y 4S en teléfonos #NFC en el servicio de #PagoPorMóvil de RBS y #NatWest http://t.co/lcYJCGdM,referencial
3588,"HSBC dijo que está negociando la venta de su participación de 9,300 millones de dólares en la empresa china, Ping An Insurance",referencial
3589,"El catálogo completo de AC/DC, disponible en versión digital por primera vez http://t.co/2w7D5GnA",referencial
3590,#Riesgosoberano Iberia retiró cientos de millones de Bankia para depositarlos en bancos ingleses. http://t.co/aBKN3ls4,referencial
3591,#Cultura AC/DC lanza su primer álbum en directo en los últimos veinte años http://t.co/ZNpnwb0Y,referencial
3592,"-Hola quiero saber el precio de ese ford -Fiesta? -QUE? FIESTA? DONDE? OPPA GANGNAM STYLE EEE SEXY LADY -Señor bájese de la mesa, por favor",poetica
3593,La #discografía completa de #AC/DC ahora en iTunes http://t.co/SRCleqOn vía @ticbeat #Music,referencial
